,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
10,2014-02-18,Curtin University of Technology/Petroleum University of Technology; Kharazmi University; Petroleum University of Technology,Mohsen Farrokhrouz; Mohammad Reza Asef; Riyaz Kharrat,Borehole Geophysics and Rock Properties,Iran; Iran; Iran,4,uniaxial compressive strength; UCS; Young’s modulus; porosity; shale,5,2014-05-28,2013-08-19,Empirical estimation of uniaxial compressive strength of shale formations,79
11,2014-04-07,Kharazmi University; Kharazmi University,Ali Reza Najibi; Mohammad Reza Asef,Borehole Geophysics and Rock Properties,Iran; Iran; Iran,4,compressional wave (P-wave); shear wave (S-wave); least-squares; rock physics,3,2014-06-05,2013-09-17,Prediction of seismic-wave velocities in rock at various confining pressures based on unconfined data,79
12,2014-01-28,China University of Petroleum; Arizona State University,Fu Yu; Yan Jin; Kang Ping Chen; Mian Chen,Borehole Geophysics and Rock Properties,China; USA,4,pore pressure; bulk modulus; carbonate rocks; P-wave velocity; wavelet transformation,1,2014-07-10,2013-07-23,Pore-pressure prediction in carbonate rock using wavelet transformation,79
13,2014-04-18,The University of Texas at Austin,Edwin Ortega; Carlos Torres-Verdín; William E. Preeg,Borehole Geophysics and Rock Properties,USA; USA,4,algorithm; borehole geophysics; log analysis; logging; modeling,9,2014-07-04,2014-01-22,Rapid forward modeling of multidetector logging-while-drilling Sigma measurements,79
14,2014-03-26,Memorial University of Newfoundland,Seyedmasoud Ansari; Colin G. Farquharson,Electrical and Electromagnetic Methods,Canada,4,3D; finite element; modeling; electromagnetics,22,2014-05-28,2013-05-02,3D finite-element forward modeling of electromagnetic data using vector and scalar potentials and unstructured grids,79
15,2014-04-07,University of Aarhus,Niels B. Christensen,Electrical and Electromagnetic Methods,Denmark,4,electromagnetics; airborne survey; imaging; inversion,6,2014-07-18,2013-10-01,Sensitivity functions of transient electromagnetic methods,79
16,2014-03-03,Politecnico di Torino; WesternGeco; Politecnico di Torino,Daniele Boiero; Laura Valentina Socco,Engineering and Environmental Geophysics,Italy; United Kingdom; Italy,4,P-wave; S-wave; refraction seismic; Rayleigh wave dispersion curves,9,2014-05-27,2013-06-07,Joint inversion of Rayleigh-wave dispersion and P-wave refraction data for laterally varying layered models,79
17,2014-03-03,Uppsala University; SGU,Chunling Shan; Mehrdad Bastani; Alireza Malehmir; Lena Persson; Mats Engdahl,Engineering and Environmental Geophysics,Sweden; Sweden,4,case history; electromagnetics; monitoring; near surface; resistivity,17,2014-05-29,2013-05-30,Integrated 2D modeling and interpretation of geophysical and geotechnical data to delineate quick clays at a landslide site in southwest Sweden,79
18,2014-03-19,Politecnico di Torino,Paolo Bergamo; Laura Valentina Socco,Engineering and Environmental Geophysics,Italy,4,surface wave; attenuation; faults; wave propagation; near surface,11,2014-06-04,2013-08-19,Detection of sharp lateral discontinuities through the analysis of surface-wave propagation,79
19,2014-02-10,Jilin University,Meixia Geng; Danian Huang; Qingjie Yang; Yinping Liu,Gravity Exploration Methods,China,4,interpretation; inversion; 3D; gravity; airborne survey,18,2014-05-30,2013-10-24,3D inversion of airborne gravity-gradiometry data using cokriging,79
20,2014-03-16,Universität Potsdam,Jens Tronicke; Göran Hamann,Ground-penetrating Radar,Germany,4,near surface; ground-penetrating radar (GPR); hydrology; borehole geophysics,8,2014-05-27,2013-11-15,"Vertical radar profiling: Combined analysis of traveltimes, amplitudes, and reflections",79
21,2014-03-19,University of the Witwatersrand,Gordon R. J. Cooper,Magnetic Exploration Methods,South Africa,4,tilt angle; AGC; magnetics,5,2014-05-27,2013-08-27,Reducing the dependence of the analytic signal amplitude of aeromagnetic data on the source vector direction,79
22,2014-03-11,University of Leeds; Reid Geophysics Ltd.,Alan B. Reid; Jeffrey B. Thurston,Magnetic Exploration Methods,UK; UK; Canada,4,deconvolution; algorithm; gravity; interpretation; magnetics,15,2014-05-28,2013-06-25,"The structural index in gravity and magnetic interpretation: Errors, uses, and abuses",79
23,2014-02-18,Lawrence Berkeley National Laboratory; PGS,Valeri Korneev; Ludmila Danilovskaya; Seiji Nakagawa; George Moridis,Poroelasticity,USA; Norway,4,surface wave; fractures; wave propagation,3,2014-07-07,2013-06-11,Krauklis wave in a trilayer,79
24,2014-03-21,The University of Texas at Dallas,Hu Jin; George A. McMechan,Seismic Inversion,USA,4,tomography; velocity analysis,2,2014-05-27,2013-10-22,Fast acoustic velocity tomography of focusing operators,79
25,2014-04-08,University of Potsdam; University of Potsdam,Hendrik Paasche; Jens Tronicke,Seismic Inversion,Germany; Germany; Germany,4,inversion; optimization; tomography; joint; multi-objective; non-linear; swarm intelligence; game theory; Pareto optimality; aggregation; particle swarm optimization,8,2014-06-30,2013-11-13,Nonlinear joint inversion of tomographic data using swarm intelligence,79
26,2014-04-23,Norwegian University of Science and Technology; Stanford University,Javad Rezaie; Jo Eidsvik; Tapan Mukerji,Seismic Inversion,Norway; USA,4,inversion; seismic attributes; modeling; statistics; economics,3,2014-07-02,2013-02-13,Value of information analysis and Bayesian inversion for closed skew-normal distributions: Applications to seismic amplitude variation with offset data,79
27,2014-04-08,University of Science and Technology of China,Bo Chen; Xiaofeng Jia,Seismic Migration,China,4,imaging; migration; subsalt; algorithm,17,2014-05-16,2013-07-14,Staining algorithm for seismic modeling and migration,79
28,2014-04-08,Norwegian University of Science and Technology; King Abdullah University of Science and Technology (KAUST),Alexey Stovas; Tariq Alkhalifah,Seismic Migration,Norway; Saudi Arabia,4,diving wave; imaging,1,2014-06-24,2013-10-22,Analytical approximations of diving-wave imaging in constant-gradient medium,79
29,2014-03-20,The University of Western Australia,Jeffrey Shragge,Seismic Migration,Australia,4,imaging; Reverse time migration; wave equation; migration; acoustic,9,2014-06-18,2013-11-01,Reverse time migration from topography,79
30,2014-04-23,Colorado School of Mines,Simon Luo; Dave Hale,Seismic Migration,USA,4,migration; imaging; least squares; Reverse time migration,21,2014-07-03,2013-10-07,Least-squares migration in the presence of velocity errors,79
31,2014-03-25,Kyoto University,Junichi Takekawa; Hitoshi Mikada; Tada-nori Goto,Seismic Modeling and Wave Propagation,Japan,4,particle method; computational seismology; surface topography; Rayleigh wave propagation,6,2014-05-16,2014-01-09,An accuracy analysis of a Hamiltonian particle method with the staggered particles for seismic-wave modeling including surface topography,79
32,2014-02-28,EXPEC Advanced Research Center,Abdulaziz M. Almuhaidib; M. Nafi Toksöz,Seismic Modeling and Wave Propagation,USA; Saudi Arabia; USA,4,finite difference; modeling; near surface; surface wave; scattering,3,2014-05-27,2013-06-04,Numerical modeling of elastic-wave scattering by near-surface heterogeneities,79
33,2014-03-21,Russian Academy of Sciences; Russian Academy of Sciences; Novosibirsk State University; Russian Academy of Sciences; Kazakhstan-Britain Technical University; Russian Academy of Sciences,Dmitry Vishnevsky; Vadim Lisitsa; Vladimir Tcheverda; Galina Reshetova,Seismic Modeling and Wave Propagation,Russia; Russia; Russia; Kazakstan; Russia; Kazakstan,4,anisotropy; finite difference; modeling; reflectivity; wave propagation,13,2014-05-27,2013-08-07,Numerical study of the interface errors of finite-difference simulations of seismic waves,79
34,2014-03-11,University of California Berkeley,Christopher S. Sherman; James Rector; Steven Glaser,Seismic Modeling and Wave Propagation,USA,4,finite difference; modeling; 3D,0,2014-06-12,2013-05-24,The effects of near-source heterogeneity on shear-wave evolution,79
35,2014-03-20,Schlumberger Gould Research; Schlumberger Gould Research; ETH Zürich,James W. D. Hobro; Chris H. Chapman; Johan O. A. Robertsson,Seismic Modeling and Wave Propagation,UK; UK; Switzerland,4,acoustic; amplitude; finite difference; modeling; P-wave,13,2014-07-09,2013-09-04,A method for correcting acoustic finite-difference amplitudes for elastic effects,79
